Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,0,363,2,1,3,1,3,0,77,1,3,3,1,1,10252,4235,2,1,21,4,3,1,17,2,3,7,7,7,7
48,0,1469,1,20,4,2,4,1,51,3,1,1,3,0,2259,5543,4,0,17,3,1,2,13,2,2,0,0,0,0
36,0,311,1,7,3,0,1,1,77,3,1,2,2,2,2013,10950,2,0,11,3,3,0,15,4,3,4,3,1,3
31,0,1154,0,2,2,0,1,1,54,3,1,1,3,0,3067,6393,0,0,19,3,3,1,3,1,3,2,2,1,2
36,1,1195,1,11,3,0,2,1,95,2,2,3,2,2,6499,22656,1,0,13,3,3,0,6,3,3,6,5,0,3
42,1,481,0,12,3,0,3,1,44,3,4,2,1,2,13758,2447,0,1,12,3,2,0,22,2,2,21,9,13,14
36,0,1403,1,6,3,0,4,1,47,3,1,2,4,0,3210,20251,0,0,11,3,3,1,16,4,3,15,13,10,11
20,0,959,1,1,3,0,4,0,83,2,1,1,2,2,2836,11757,1,0,13,3,4,0,1,0,4,1,0,0,0
41,0,548,1,9,4,0,3,1,94,3,1,2,1,1,2289,20520,1,0,20,4,2,2,5,2,3,5,3,0,4
42,2,335,2,23,2,0,4,1,37,2,2,1,3,2,4332,14811,1,0,12,3,4,0,20,2,3,20,9,3,7
27,1,793,0,2,1,0,4,1,43,1,2,2,4,2,5071,20392,3,0,20,4,2,0,8,3,3,6,2,0,0
38,2,152,0,10,3,1,3,0,85,3,2,2,4,2,5666,19899,1,1,13,3,2,0,6,1,3,5,3,1,3
34,0,1333,0,10,4,0,3,0,87,3,1,1,3,0,2220,18410,1,1,19,3,4,1,1,2,3,1,1,0,0
22,2,1123,1,16,2,2,4,1,96,4,1,2,4,1,2935,7324,1,1,13,3,2,2,1,2,2,1,0,0,0
45,0,954,0,2,2,1,2,1,46,1,2,1,3,2,6632,12388,0,0,13,3,1,0,9,3,3,8,7,3,1
40,0,1194,2,2,4,2,3,0,98,3,1,1,3,0,2001,12549,2,0,14,3,2,3,20,2,3,5,3,0,2
34,0,1354,2,5,3,2,3,0,45,2,3,1,1,2,11631,5615,2,0,12,3,4,0,14,6,3,11,10,5,8
36,0,1425,1,14,1,0,3,1,68,3,2,2,4,0,6586,4821,0,1,17,3,1,1,17,2,2,16,8,4,11
42,0,916,1,17,2,0,4,0,82,4,2,1,1,2,6545,23016,3,1,13,3,3,0,10,1,3,3,2,0,2
44,0,1099,0,5,3,3,2,1,88,3,5,0,2,0,18213,8751,7,0,11,3,3,1,26,5,3,22,9,3,10
31,0,828,0,2,1,0,2,1,77,3,2,2,4,2,6582,8346,4,1,13,3,3,0,10,2,4,6,5,0,5
36,0,885,1,16,4,0,3,0,43,4,1,2,1,2,2743,8269,1,0,16,3,3,0,18,1,3,17,13,15,14
40,0,884,1,15,3,0,1,0,80,2,3,3,3,0,10435,25800,1,0,13,3,4,2,18,2,3,18,15,14,12
36,0,530,0,2,4,0,3,0,51,3,2,1,4,2,4502,7439,3,0,15,3,3,0,17,2,2,13,7,6,7
31,1,444,0,5,3,3,4,0,84,3,1,1,2,1,2789,3909,1,0,11,3,3,1,2,5,2,2,2,2,2
30,0,288,1,2,3,0,3,1,99,2,2,2,4,0,4152,15830,1,0,19,3,1,3,11,3,3,11,10,10,8
47,0,207,2,9,4,0,2,0,64,3,1,2,3,2,2105,5411,4,0,12,3,3,0,7,2,3,2,2,2,0
45,2,1052,0,6,3,2,4,0,57,2,3,2,4,2,8865,16840,6,0,12,3,4,0,23,2,3,19,7,12,8
32,2,976,0,26,4,3,3,1,100,3,2,2,4,0,4465,12069,0,0,18,3,1,0,4,2,3,3,2,2,2
42,0,1147,2,10,3,5,3,0,31,3,4,0,1,0,16799,16616,0,0,14,3,3,1,21,5,3,20,7,0,9
18,1,544,0,3,2,2,2,0,70,3,1,1,4,2,1569,18420,1,1,12,3,3,0,0,2,4,0,0,0,0
33,0,117,1,9,3,2,1,1,60,3,1,1,4,0,2781,6311,0,0,13,3,2,1,15,5,3,14,10,4,10
27,0,1302,1,19,3,4,4,1,67,2,1,2,1,1,4066,16290,1,0,11,3,1,2,7,3,3,7,7,0,7
38,1,1186,1,3,4,4,3,1,44,3,1,1,3,0,2821,2997,3,0,16,3,1,1,8,2,3,2,2,2,2
44,0,661,1,9,2,0,2,1,61,3,1,1,1,0,2559,7508,1,1,13,3,4,0,8,0,3,8,7,7,1
32,1,1311,1,7,3,0,2,1,100,4,1,2,2,0,2794,26062,1,0,20,4,3,0,5,3,1,5,1,0,3
41,2,267,0,10,2,0,4,1,56,3,2,2,4,2,6230,13430,7,0,14,3,4,0,16,3,3,14,3,1,10
27,0,591,1,2,1,2,1,1,40,3,1,2,2,0,3468,16632,9,0,12,3,4,1,6,3,3,2,2,2,2
34,0,970,1,8,2,2,2,0,96,3,2,2,3,2,6142,7360,3,0,11,3,4,0,10,2,3,5,1,4,3
26,0,1355,2,25,1,0,3,0,61,3,1,1,3,0,2942,8916,1,0,23,4,4,1,8,3,3,8,7,5,7
40,0,444,0,2,2,3,2,0,92,3,2,2,2,0,5677,4258,3,0,14,3,3,1,15,4,3,11,8,5,10
19,0,645,1,9,2,0,3,1,54,3,1,1,1,2,2552,7172,1,0,25,4,3,0,1,4,3,1,1,0,0
20,0,805,1,3,3,0,1,1,87,2,1,2,3,2,3033,12828,1,0,12,3,1,0,2,2,2,2,2,1,2
45,2,336,0,26,3,3,1,1,52,2,2,2,1,0,4385,24162,1,0,15,3,1,1,10,2,3,10,7,4,5
34,1,878,1,10,4,2,4,1,43,3,1,1,3,1,3815,5972,1,1,17,3,4,1,5,4,4,5,3,2,0
34,1,618,1,3,1,0,1,1,45,3,2,2,4,2,7756,22266,0,0,17,3,3,0,7,1,2,6,2,0,4
43,1,807,1,17,3,1,3,1,38,2,1,1,3,0,2437,15587,9,1,16,3,4,1,6,4,3,1,0,0,0
25,0,622,0,13,1,2,2,1,40,3,1,1,3,0,2096,26376,1,0,11,3,3,0,7,1,3,7,4,0,6
51,1,1150,0,8,4,0,1,1,53,1,3,3,4,2,10650,25150,2,0,15,3,4,0,18,2,3,4,2,0,3
28,0,1476,1,16,2,2,2,1,68,4,2,2,1,2,5661,4824,0,0,19,3,3,0,9,2,3,8,3,0,7
35,0,1361,0,17,4,0,3,1,94,3,2,2,1,0,8966,21026,3,1,15,3,4,3,15,2,3,7,7,1,7
33,0,603,0,9,4,3,1,0,77,3,2,2,1,2,8224,18385,0,1,17,3,1,0,6,3,3,5,2,0,3
23,0,885,1,4,3,2,1,1,58,4,1,1,1,0,2819,8544,2,0,16,3,1,1,5,3,4,3,2,0,2
32,0,414,0,2,4,3,3,1,82,2,2,2,2,2,9907,26186,7,1,12,3,3,0,7,3,2,2,2,2,2
35,0,1490,2,11,4,2,4,1,43,3,1,2,3,0,2660,20232,7,1,11,3,3,1,5,3,3,2,2,2,2
36,0,1456,0,13,5,3,2,1,96,2,2,2,1,1,6134,8658,5,1,13,3,2,3,16,3,3,2,2,2,2
32,1,430,1,24,4,0,1,1,80,3,2,2,4,0,5309,21146,1,0,15,3,4,2,10,2,3,10,8,4,7
40,2,1479,0,24,3,0,2,0,100,4,4,2,2,2,13194,17071,4,1,16,3,4,0,22,2,2,1,0,0,0
45,0,193,2,6,4,4,4,1,52,3,3,1,1,0,13245,15067,4,1,14,3,2,0,17,3,4,0,0,0,0
22,0,1256,1,19,1,2,3,1,80,3,1,1,4,0,2323,11992,1,0,24,4,1,2,2,6,3,2,2,2,2
32,0,427,2,1,3,2,1,1,33,3,2,3,4,0,6162,10877,1,1,22,4,2,1,9,3,3,9,8,7,8
27,0,1054,1,8,3,2,3,0,67,3,1,1,4,2,3445,6152,1,0,11,3,3,0,6,5,2,6,2,1,4
60,1,1499,0,28,3,3,3,0,80,2,3,2,1,0,10266,2845,4,0,19,3,4,0,22,5,4,18,13,13,11
41,0,447,2,5,3,0,2,1,85,4,2,2,2,2,6870,15530,3,0,12,3,1,0,11,3,1,3,2,1,2
35,0,219,0,16,2,4,4,0,44,2,2,3,2,0,4788,25388,0,1,11,3,4,0,4,2,3,3,2,0,2
58,0,1272,1,5,3,1,3,0,37,2,3,2,2,1,10552,9255,2,1,13,3,4,1,24,3,3,6,0,0,4
30,0,153,1,8,2,0,2,0,73,4,3,0,1,0,11416,17802,0,1,12,3,3,3,9,4,2,8,7,1,7
39,0,835,2,19,4,4,4,1,41,3,2,1,4,1,3902,5141,8,0,14,3,2,3,7,2,3,2,2,2,2
29,1,1413,0,1,1,2,2,0,42,3,3,2,4,0,7918,6599,1,0,14,3,4,1,11,5,3,11,10,4,1
38,0,362,1,1,1,0,3,0,43,3,1,1,1,2,2619,14561,3,0,17,3,4,0,8,3,2,0,0,0,0
28,0,1179,1,19,4,2,4,1,78,2,1,2,1,0,3196,12449,1,0,12,3,3,3,6,2,3,6,5,3,3
30,0,1427,2,2,1,2,2,1,35,2,1,2,4,2,2720,11162,0,0,13,3,4,0,6,3,3,5,3,1,2
34,0,1107,2,9,4,1,1,0,52,3,1,1,3,0,2742,3072,1,0,15,3,4,0,2,0,3,2,2,2,2
34,1,1003,2,2,2,0,4,1,95,3,2,3,3,2,4033,15834,2,0,11,3,4,0,5,3,2,3,2,0,2
28,0,1158,1,9,3,2,4,1,94,3,1,1,4,0,2070,2613,1,0,23,4,4,1,5,3,2,5,2,0,4
25,0,180,1,2,1,2,1,1,65,4,1,1,1,2,3424,21632,7,0,13,3,3,0,6,3,2,4,3,0,1
33,0,1017,1,25,3,2,1,1,55,2,1,2,2,2,2313,2993,4,1,20,4,2,0,5,0,3,2,2,2,2
40,0,616,1,2,2,0,3,0,99,3,1,2,1,0,3377,25605,4,0,17,3,4,1,7,5,2,4,3,0,2
31,0,471,2,4,3,2,1,0,62,4,1,2,3,1,3978,16031,8,0,12,3,2,1,4,0,2,2,2,2,2
27,0,1055,2,2,4,0,1,0,47,3,2,3,4,0,4227,4658,0,0,18,3,2,1,4,2,3,3,2,2,2
47,0,202,2,2,2,4,3,0,33,3,4,1,4,0,16752,12982,1,1,11,3,3,1,26,3,2,26,14,3,0
36,0,852,1,5,4,0,2,0,82,2,1,1,1,0,3419,13072,9,1,14,3,4,1,6,3,4,1,1,0,0
35,0,619,0,1,3,3,2,1,85,3,2,3,3,0,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9
23,0,507,1,20,1,0,1,1,97,3,2,2,3,2,2272,24812,0,0,14,3,2,0,5,2,3,4,3,1,2
45,0,1339,1,7,3,0,2,1,59,3,3,1,1,1,9724,18787,2,0,17,3,3,1,25,2,3,1,0,0,0
34,0,1130,1,3,3,0,4,0,66,3,2,1,2,1,5433,19332,1,0,12,3,3,1,11,2,3,11,8,7,9
26,2,786,1,7,3,2,4,1,76,3,1,2,4,2,2570,11925,1,0,20,4,3,0,7,5,3,7,7,5,7
41,0,483,2,6,3,2,4,1,95,2,2,3,2,2,6032,10110,6,1,15,3,4,0,8,3,3,5,4,1,2
29,0,232,1,19,3,1,4,1,34,3,2,3,4,1,4262,22645,4,0,12,3,2,2,8,2,4,3,2,1,2
36,0,530,0,3,1,0,3,1,51,2,3,2,4,0,10325,5518,1,1,11,3,1,1,16,6,3,16,7,3,7
33,1,1392,1,3,4,0,4,0,56,3,1,1,3,0,2909,23159,1,1,11,3,3,0,8,3,3,8,7,3,0
35,0,1224,0,7,4,0,3,0,55,3,2,2,4,0,5204,13586,1,1,11,3,4,0,10,2,3,10,8,0,9
27,1,1131,2,15,3,0,4,0,77,2,1,1,1,0,4774,23844,0,0,19,3,4,1,8,2,2,7,6,7,3
33,0,924,1,2,3,2,3,1,78,3,1,2,4,2,2496,6670,4,0,11,3,4,0,7,3,3,1,1,0,0
36,1,884,2,23,2,2,3,1,41,4,2,2,4,0,2571,12290,4,0,17,3,3,1,17,3,3,5,2,0,3
42,0,603,1,7,4,2,2,0,78,4,2,1,2,0,2372,5628,6,1,16,3,4,0,18,2,3,1,0,0,0
35,0,104,1,2,3,0,1,0,69,3,1,2,1,1,2074,26619,1,1,12,3,4,1,1,2,3,1,0,0,0
32,2,300,1,1,3,0,4,1,61,3,1,2,4,1,2314,9148,0,0,12,3,2,1,4,2,3,3,0,0,2
41,1,840,1,9,3,2,1,1,64,3,5,0,3,1,19419,3735,2,0,17,3,2,1,21,2,4,18,16,0,11
47,2,1169,2,14,4,1,3,1,64,3,2,1,2,0,5467,2125,8,0,18,3,3,1,16,4,4,8,7,1,7
32,0,120,1,6,5,0,3,1,43,3,1,1,3,2,3038,12430,3,0,20,4,1,0,8,2,3,5,4,1,4
24,0,581,1,9,3,2,3,1,62,4,1,1,3,0,4401,17616,1,0,16,3,4,1,5,1,3,5,3,0,4
35,0,1017,1,6,4,0,2,1,82,1,2,1,4,2,6646,19368,1,0,13,3,2,0,17,3,3,17,11,11,8
37,2,1040,1,2,2,0,3,1,100,2,2,2,4,1,5163,15850,5,0,14,3,4,1,17,2,4,1,0,0,0
38,0,343,1,15,2,0,3,1,92,2,3,0,4,1,11510,15682,0,1,14,3,2,1,12,3,3,11,10,2,9
54,1,928,1,20,4,0,4,0,31,3,2,1,3,2,4869,16885,3,0,12,3,4,0,20,4,2,4,3,0,3
51,0,632,0,21,4,3,3,1,71,3,2,2,4,2,5441,8423,0,1,22,4,4,0,11,2,1,10,7,1,0
56,1,1240,1,9,3,2,1,0,63,3,1,1,3,0,2942,12154,2,0,19,3,2,1,18,4,3,5,4,0,3
47,2,666,2,29,4,0,1,1,88,3,3,1,2,0,11849,10268,1,1,12,3,4,1,10,2,2,10,7,9,9
34,0,1326,0,3,3,4,4,1,81,1,2,2,1,2,4759,15891,3,0,18,3,4,0,15,2,3,13,9,3,12
37,0,1115,2,1,4,0,1,1,51,2,2,3,3,1,5993,2689,1,0,18,3,3,1,7,2,4,7,5,0,7
49,2,1002,1,18,4,0,4,1,92,3,2,3,4,1,6804,23793,1,1,15,3,1,2,7,0,3,7,7,1,7
25,0,867,0,19,2,3,3,1,36,2,1,1,2,0,2413,18798,1,1,18,3,3,3,1,2,3,1,0,0,0
54,0,376,1,19,4,2,4,0,95,3,2,3,1,1,5485,22670,9,1,11,3,2,2,9,4,3,5,3,1,4
26,1,426,2,17,4,0,2,0,58,3,1,1,3,1,2741,22808,0,1,11,3,2,1,8,2,2,7,7,1,0
32,0,824,1,5,2,0,4,0,67,2,2,1,2,0,5878,15624,3,0,12,3,1,1,12,2,3,7,1,2,5
58,0,147,1,23,4,2,4,0,94,3,3,2,4,0,10312,3465,1,0,12,3,4,1,40,3,2,40,10,15,6
37,0,1239,2,8,2,4,3,1,89,3,2,1,2,1,4071,12832,2,0,13,3,3,0,19,4,2,10,0,4,7
29,0,136,1,1,3,0,1,1,89,3,2,1,1,0,5373,6225,0,0,12,3,1,1,6,5,2,5,3,0,2
36,0,917,1,6,4,0,3,1,60,1,1,2,3,1,2741,6865,1,0,14,3,3,1,7,4,3,7,7,1,7
42,0,691,0,8,4,3,3,1,48,3,2,2,2,0,6825,21173,0,0,11,3,4,1,10,2,3,9,7,4,2
39,0,1387,1,10,5,2,2,1,76,3,2,3,1,0,5377,3835,2,0,13,3,4,3,10,3,3,7,7,7,7
35,0,890,0,2,3,3,4,0,97,3,1,1,4,0,2014,9687,1,0,13,3,1,0,2,3,3,2,2,2,2
38,0,1495,1,10,3,2,3,0,76,3,2,2,3,0,9824,22174,3,0,19,3,3,1,18,4,3,1,0,0,0
35,0,1370,1,27,4,0,4,1,49,3,2,3,3,0,6883,5151,2,0,16,3,2,1,17,3,3,7,7,0,7
27,0,1157,1,17,3,1,3,1,51,3,1,1,2,0,3058,13364,0,1,16,3,4,1,6,3,2,5,2,1,1
28,2,280,2,1,2,0,3,1,43,3,1,1,4,1,2706,10494,1,0,15,3,2,1,3,2,3,3,2,2,2
19,1,602,0,1,1,1,3,0,100,1,1,1,1,2,2325,20989,0,0,21,4,1,0,1,5,4,0,0,0,0
41,0,896,0,6,3,0,4,0,75,3,3,0,4,2,13591,14674,3,1,18,3,3,0,16,3,3,1,0,0,0
38,1,1490,1,2,2,0,4,1,42,3,1,2,4,0,1702,12106,1,1,23,4,3,1,1,3,3,1,0,0,0
38,0,322,0,7,2,2,1,0,44,4,2,2,1,1,5605,19191,1,1,24,4,3,1,8,3,3,8,0,7,7
44,0,1448,0,28,3,2,4,0,53,4,4,2,4,0,13320,11737,3,1,18,3,3,1,23,2,3,12,11,11,11
36,1,1302,1,6,4,0,1,1,80,4,2,2,1,0,5562,19711,3,1,13,3,4,1,9,3,3,3,2,0,2
42,1,1368,1,28,4,1,4,0,88,2,2,2,4,0,4523,4386,0,0,11,3,4,3,7,4,4,6,5,0,4
30,1,334,0,26,4,3,3,0,52,2,2,2,1,2,6696,22967,5,0,15,3,3,0,9,5,2,6,3,0,1
38,0,723,0,2,4,3,2,0,77,1,2,1,4,0,5405,4244,2,1,20,4,1,2,20,4,2,4,2,0,3
27,0,1240,1,2,4,0,4,0,33,3,1,2,1,1,2341,19715,1,0,13,3,4,1,1,6,3,1,0,0,0
24,1,897,2,10,3,2,1,1,59,3,1,1,4,0,2145,2097,0,0,14,3,4,1,3,2,3,2,2,2,1
50,0,264,0,9,3,3,3,1,59,3,5,0,3,0,19331,19519,4,1,16,3,3,1,27,2,3,1,0,0,0
33,0,461,1,13,1,0,2,0,53,3,1,1,4,2,3452,17241,3,0,18,3,1,0,5,4,3,3,2,0,2
28,0,1451,1,2,1,0,1,1,67,2,1,1,2,0,3201,19911,0,0,17,3,1,0,6,2,1,5,3,0,4
40,0,1171,1,10,4,0,4,0,46,4,1,2,3,0,2213,22495,3,1,13,3,3,1,10,3,3,7,7,1,7
50,0,854,0,1,4,2,4,0,68,3,5,0,4,1,19517,24118,3,0,11,3,3,1,32,3,2,7,0,0,6
29,0,738,1,9,5,4,2,1,30,2,1,2,4,2,3983,7621,0,0,17,3,3,0,4,2,3,3,2,2,2
38,0,827,1,1,4,0,2,0,33,4,2,2,4,2,7625,19383,0,0,13,3,3,0,10,4,2,9,7,1,8
35,0,303,0,27,3,0,3,1,84,3,2,2,4,2,5813,13492,1,1,18,3,4,0,10,2,3,10,7,7,7
28,0,866,0,5,3,2,4,1,84,3,2,2,1,2,8463,23490,0,0,18,3,4,0,6,4,3,5,4,1,3
41,0,1283,1,5,5,2,2,1,90,4,1,1,3,0,2127,5561,2,1,12,3,1,0,7,5,2,4,2,0,3
52,1,890,1,25,4,2,3,0,81,2,4,3,4,0,13826,19028,3,0,22,4,3,0,31,3,3,9,8,0,0
37,1,663,2,11,3,4,2,1,47,3,3,1,4,1,12185,10056,1,1,14,3,3,3,10,1,3,10,8,0,7
56,0,1369,1,23,3,0,4,1,68,3,4,3,2,0,13402,18235,4,1,12,3,1,1,33,0,3,19,16,15,9
36,1,688,0,4,2,0,4,0,97,3,2,3,2,1,5131,9192,7,0,13,3,2,3,18,3,3,4,2,0,2
38,1,471,1,12,3,0,1,1,45,2,2,2,1,1,6288,4284,2,0,15,3,3,1,13,3,2,4,3,1,2
41,1,1018,0,1,3,3,3,0,66,3,2,2,1,1,4103,4297,0,0,17,3,4,1,10,2,3,9,3,1,7
28,1,193,1,2,3,0,4,1,52,2,1,2,4,0,3867,14222,1,1,12,3,2,1,2,2,3,2,2,2,2
35,0,1219,0,18,3,2,3,0,86,3,2,2,3,0,4601,6179,1,0,16,3,2,0,5,3,3,5,2,1,0
37,0,589,0,9,2,3,2,1,46,2,2,2,2,0,4189,8800,1,0,14,3,1,2,5,2,3,5,2,0,3
28,0,1157,1,2,4,2,1,1,84,1,1,1,4,0,3464,24737,5,1,13,3,4,0,5,4,2,3,2,2,2
33,1,1111,0,5,1,0,2,1,61,3,2,2,4,0,9998,19293,6,0,13,3,1,0,8,2,4,5,4,1,2
34,0,1157,1,5,2,2,2,1,57,2,2,2,4,0,3986,11912,1,0,14,3,3,1,15,3,4,15,10,4,13
39,2,592,1,2,3,0,1,0,54,2,1,2,1,2,3646,17181,2,1,23,4,2,0,11,2,4,1,0,0,0
35,0,556,1,23,2,0,2,1,50,2,2,3,3,0,5916,15497,3,1,13,3,1,0,8,1,3,1,0,0,1
27,0,511,0,2,2,2,1,0,89,4,2,2,3,2,6500,26997,0,0,14,3,2,0,9,5,2,8,7,0,7
19,2,504,1,10,3,2,1,0,96,2,1,1,2,2,1859,6148,1,1,25,4,2,0,1,2,4,1,1,0,0
35,0,464,1,4,2,4,3,1,75,3,1,2,4,1,1951,10910,1,0,12,3,3,1,1,3,3,1,0,0,0
50,0,939,1,24,3,0,4,1,95,3,4,3,3,0,13973,4161,3,1,18,3,4,1,22,2,3,12,11,1,5
33,0,147,2,2,3,5,2,1,99,3,1,1,3,0,3600,8429,1,0,13,3,4,1,5,2,3,5,4,1,4
46,0,644,1,1,4,2,4,1,97,3,3,2,1,1,9396,12368,7,0,16,3,3,1,17,3,3,4,2,0,3
35,0,185,2,23,4,2,2,1,91,1,1,2,3,0,2705,9696,0,0,16,3,2,1,6,2,4,5,4,0,3
27,2,1277,2,8,5,0,1,1,87,1,1,2,3,0,4621,5869,1,0,19,3,4,3,3,4,3,3,2,1,2
30,1,160,1,3,3,2,3,0,71,3,1,1,3,1,2083,22653,1,0,20,4,3,1,1,2,3,1,0,0,0
34,0,678,1,19,3,0,2,0,35,2,1,1,4,0,2929,20338,1,0,12,3,2,0,10,3,3,10,9,8,7
30,0,1288,0,29,4,1,3,1,33,3,3,2,2,0,9250,17799,3,0,12,3,2,1,9,3,3,4,2,1,3
33,1,827,1,1,4,4,3,0,84,4,2,2,2,0,5488,20161,1,1,13,3,1,1,6,2,3,6,5,1,2
27,1,1297,2,5,2,0,4,0,53,3,1,2,4,2,2379,19826,0,1,14,3,3,0,6,3,2,5,4,0,2
40,1,593,1,9,4,2,2,0,88,3,3,0,3,2,13499,13782,9,0,17,3,3,0,20,3,2,18,7,2,13
21,0,996,1,3,2,2,4,1,100,2,1,1,3,2,3230,10531,1,0,17,3,1,0,3,4,4,3,2,1,0
29,0,1283,1,23,3,0,4,1,54,3,1,1,4,2,2201,18168,9,0,16,3,4,0,6,4,3,3,2,1,2
47,0,703,0,14,4,3,4,1,42,3,2,2,1,2,4960,11825,2,0,12,3,4,0,20,2,3,7,7,1,7
44,0,625,1,4,3,2,4,1,50,3,2,2,2,2,5933,5197,9,0,12,3,4,0,10,2,2,5,2,2,3
33,1,515,2,1,2,0,1,0,98,3,3,1,4,2,13458,15146,1,1,12,3,3,0,15,1,3,15,14,8,12
26,0,1449,1,16,4,2,1,1,45,3,1,2,2,1,2373,14180,2,1,13,3,4,1,5,2,3,3,2,0,2
41,0,918,0,6,3,3,4,1,35,3,3,2,3,2,9241,15869,1,0,12,3,2,0,10,3,3,10,8,8,7
30,0,852,1,1,1,0,4,1,55,2,2,2,4,0,5126,15998,1,1,12,3,3,2,10,1,2,10,8,3,0
27,2,691,1,9,3,2,4,1,57,3,1,2,2,1,2024,5970,6,0,18,3,4,1,6,1,1,2,2,2,2
30,0,570,0,5,3,3,4,0,30,2,2,2,3,1,6118,5431,1,0,13,3,3,3,10,2,3,10,9,1,2
28,2,1366,1,24,2,1,2,1,72,2,3,2,1,2,8722,12355,1,0,12,3,1,0,10,2,2,10,7,1,9
45,0,1015,1,5,5,2,3,0,50,1,2,2,1,2,5769,23447,1,1,14,3,1,0,10,3,3,10,7,1,4
36,1,607,0,7,3,3,1,0,83,4,2,2,1,0,4639,2261,2,0,16,3,4,1,17,2,2,15,7,6,13
26,0,933,0,1,3,0,3,1,57,3,2,2,3,0,5296,20156,1,0,17,3,2,1,8,3,3,8,7,7,7
24,0,477,1,24,3,2,4,1,49,3,1,2,2,2,3597,6409,8,0,22,4,4,0,6,2,3,4,3,1,2
27,0,608,2,1,2,0,3,0,68,3,3,3,1,0,7412,6009,1,0,11,3,4,0,9,3,3,9,7,0,7
31,0,1276,2,2,1,2,4,0,59,1,1,2,4,1,1129,17536,1,1,11,3,3,3,1,4,3,1,0,0,0
32,0,498,2,3,4,2,3,0,93,3,2,3,1,0,6725,13554,1,0,12,3,3,1,8,2,4,8,7,6,3
43,0,531,0,4,4,3,4,0,56,2,3,2,4,2,10231,20364,3,0,14,3,4,0,23,3,4,21,7,15,17
58,0,1055,2,1,3,2,4,0,76,3,5,3,1,0,19701,22456,3,1,21,4,3,1,32,3,3,9,8,1,5
32,2,1109,2,29,4,2,4,0,69,3,1,2,3,2,4025,11135,9,0,12,3,2,0,10,2,3,8,7,7,7
48,0,715,1,1,3,0,4,1,76,2,5,0,4,2,18265,8733,6,0,12,3,3,0,25,3,4,1,0,0,0
44,1,429,1,1,2,2,3,1,99,3,1,1,2,1,2342,11092,1,1,12,3,3,3,6,2,2,5,3,2,3
37,1,889,1,9,3,2,2,1,53,3,1,1,4,0,2326,11411,1,1,12,3,3,3,4,3,2,4,2,1,2
30,0,1240,2,9,3,5,3,1,48,3,2,1,4,0,6347,13982,0,1,19,3,4,0,12,2,1,11,9,4,7
26,1,426,2,17,4,0,2,0,58,3,1,1,3,1,2741,22808,0,1,11,3,2,1,8,2,2,7,7,1,0
33,1,1076,1,3,3,0,1,1,70,3,1,1,1,2,3348,3164,1,1,11,3,1,0,10,3,3,10,8,9,7
25,0,1219,1,4,1,1,4,1,32,3,1,2,4,0,3691,4605,1,1,15,3,2,1,7,3,4,7,7,5,6
47,1,1379,1,16,4,2,3,1,64,4,2,3,3,1,5067,6759,1,1,19,3,3,0,20,3,4,19,10,2,7
55,0,147,1,20,2,1,2,1,37,3,2,2,4,0,5415,15972,3,1,19,3,4,1,12,4,3,10,7,0,8
21,0,1343,0,22,1,1,3,1,49,3,1,1,3,2,3447,24444,1,0,11,3,3,0,3,2,3,3,2,1,2
22,0,391,2,7,1,0,4,1,75,3,1,1,2,2,2472,26092,1,1,23,4,1,0,1,2,3,1,0,0,0
34,2,999,1,26,1,1,1,0,92,2,1,1,3,1,2029,15891,1,0,20,4,3,3,5,2,3,5,4,0,0
34,0,167,0,8,5,0,2,0,32,3,2,3,1,1,5121,4187,3,0,14,3,3,1,7,3,3,0,0,0,0
33,2,1038,0,8,1,0,2,0,88,2,1,1,4,2,2342,21437,0,0,19,3,4,0,3,2,2,2,2,2,2
30,2,1398,0,22,4,4,3,0,69,3,3,2,1,0,8412,2890,0,0,11,3,3,0,10,3,3,9,8,7,8
35,0,538,1,25,2,4,1,1,54,2,2,2,4,2,3681,14004,4,0,14,3,4,0,9,3,3,3,2,0,2
42,1,288,1,2,3,0,4,1,40,3,3,2,4,0,10124,18611,2,1,14,3,3,1,24,3,1,20,8,13,9
35,0,1395,2,9,4,2,2,1,48,3,2,1,3,2,5098,18698,1,0,19,3,2,0,10,5,3,10,7,0,8
34,0,285,1,29,3,2,2,1,86,3,2,2,3,0,5429,17491,4,0,13,3,1,2,10,1,3,8,7,7,7
50,0,691,1,2,3,2,3,1,64,3,4,0,3,0,17639,6881,5,0,16,3,4,0,30,3,3,4,3,0,3
41,0,1085,1,2,4,0,2,0,57,1,1,2,4,1,2778,17725,4,1,13,3,3,1,10,1,2,7,7,1,0
29,0,726,2,29,1,0,4,1,93,1,2,2,3,1,6384,21143,8,0,17,3,4,2,11,3,3,7,0,1,6
35,0,882,0,3,4,0,4,1,92,3,3,2,4,1,7823,6812,6,0,13,3,2,1,12,2,3,10,9,0,8
